#node	asm	tax	desc	tax_species	color
NZ_JH636003.1	GCF_000256545.1_ASM25654v1_genomic.fna.gz	1163722	Bacillus cereus LCT-BC244	1396	#096628
NZ_AJHH01000001.1	GCF_000256565.1_Asm2.0_genomic.fna.gz	1161913	Herbaspirillum lusitanum P6-12	213312	#CD7CBF
NZ_AJHK02000011.2	GCF_000256585.3_ASM25658v3_genomic.fna.gz	406819	Burkholderia sp. SJ98	406819	#30E219
NZ_AIDF02000001.1	GCF_000256605.2_ASM25660v2_genomic.fna.gz	1136164	Vibrio cyclitrophicus FF160	47951	#99346F
NZ_AJGW01000001.1	GCF_000256625.1_ASM25662v1_genomic.fna.gz	1124937	Salmonella enterica subsp. enterica serovar Heidelberg str. 41579	28901	#9DA26E
NZ_ADNO01000001.1	GCF_000256645.1_ASM25664v1_genomic.fna.gz	497739	Streptococcus pneumoniae SV36	1313	#F09696
NZ_ABXO01000001.1	GCF_000256665.1_ASM25666v1_genomic.fna.gz	497980	Streptococcus pneumoniae 459-5	1313	#F09696
NZ_ADNN01000001.1	GCF_000256685.1_ASM25668v1_genomic.fna.gz	497738	Streptococcus pneumoniae SV35	1313	#F09696
NW_008574913.1	GCF_000257125.1_ENU1_v1_genomic.fna.gz	1076696	Entamoeba nuttalli P19	412467	#DC9C59
NZ_AJFF01000001.1	GCF_000257145.1_ASM25714v1_genomic.fna.gz	1154769	Rubrivivax gelatinosus CBS	28068	#C5A49F
NZ_AEZA01000001.1	GCF_000257165.1_ASM25716v1_genomic.fna.gz	990314	990314		#AAAAAA
NZ_AEZB01000001.1	GCF_000257185.1_ASM25718v1_genomic.fna.gz	989499	Vibrio anguillarum RV22	55601	#1AAB3E
NZ_AEZC01000001.1	GCF_000257205.1_ASM25720v1_genomic.fna.gz	990998	Vibrio ordalii ATCC 33509	28174	#54FAE2
NZ_AJGF01000001.1	GCF_000257225.2_ASM25722v2_genomic.fna.gz	1149134	Mycobacteroides abscessus M93	36809	#C366FE
NZ_AJGG01000001.1	GCF_000257245.2_ASM25724v2_genomic.fna.gz	1158135	Mycobacteroides abscessus M94	36809	#C366FE
NC_017663.1	GCF_000257275.1_ASM25727v1_genomic.fna.gz	910348	Escherichia coli P12b	562	#4E4B5F
NZ_AJGC01000001.1	GCF_000257395.1_ASM25739v1_genomic.fna.gz	1156986	Diplorickettsia massiliensis 20B	676517	#3C11CA
NZ_AJFN02000163.1	GCF_000257415.2_ASM25741v2_genomic.fna.gz	1147127	Vibrio cholerae 2011EL-301	666	#FAE0B2
NZ_AJHC01000001.1	GCF_000257435.1_RcoIn1.0_genomic.fna.gz	1162281	Rickettsia conorii subsp. indica ITTR	781	#7143D7
NZ_AJKQ01000001.1	GCF_000257455.1_SoralisSK610v1.0_genomic.fna.gz	1095741	Streptococcus oralis SK610	1303	#D282EF
NZ_AJKP01000001.1	GCF_000257475.1_SoralisSK100v1.0_genomic.fna.gz	1095740	Streptococcus oralis SK100	1303	#D282EF
NZ_AJKO01000001.1	GCF_000257495.1_SoralisSK10v1.0_genomic.fna.gz	1095739	Streptococcus oralis SK10	1303	#D282EF
NZ_CP005960.1	GCF_000257545.3_ASM25754v3_genomic.fna.gz	1147786	Pseudomonas mandelii JR-1	75612	#B17522
NZ_AJFW01000001.1	GCF_000257585.1_ASM25758v1_genomic.fna.gz	1157946	Streptococcus salivarius PS4	1304	#5CAF41
NZ_JH635998.1	GCF_000257605.1_ASM25760v1_genomic.fna.gz	1144884	Pseudomonas sp. R62	1144884	#68C03C
NZ_JH635997.1	GCF_000257625.1_ASM25762v1_genomic.fna.gz	1144885	Pseudomonas sp. R81	1144885	#A83072
NZ_AJHJ01000001.1	GCF_000257645.1_ASM25764v1_genomic.fna.gz	932213	Serratia sp. M24T3	932213	#F5BB91
NZ_AJKR01000001.1	GCF_000257665.1_ASM25766v1_genomic.fna.gz	1081644	Candidatus Aquiluna sp. IMCC13023	1081644	#5707A9
NZ_AJJK01000001.1	GCF_000257685.2_BelkAss1.0_genomic.fna.gz	1156987	Bradyrhizobium elkanii 587	29448	#3C2140
NZ_AJGH01000001.1	GCF_000257705.1_EsaburreumF0468v1.0_genomic.fna.gz	1095750	Lachnoanaerobaculum saburreum F0468	467210	#2707BE
NZ_AJFJ01000001.1	GCF_000257725.1_ASM25772v1_genomic.fna.gz	1150599	Mycolicibacterium phlei RIVM601174	1771	#21BE9A
NZ_AJFI01000001.1	GCF_000257745.1_ASM25774v1_genomic.fna.gz	1150591	Mycobacterium xenopi RIVM700367	1789	#ECD62D
NZ_AICP01000001.1	GCF_000257765.1_ASM25776v1_genomic.fna.gz	1095729	Streptococcus anginosus subsp. whileyi CCUG 39159	1328	#4C22BD
NZ_AICQ01000001.1	GCF_000257785.1_ASM25778v1_genomic.fna.gz	1095730	Streptococcus constellatus subsp. constellatus SK53	76860	#3B0FE5
NZ_AICR01000001.1	GCF_000257805.1_ASM25780v1_genomic.fna.gz	1095735	Streptococcus mitis SK616	28037	#AF698F
NZ_AICS01000001.1	GCF_000257825.1_ASM25782v1_genomic.fna.gz	889205	Streptococcus pseudopneumoniae ATCC BAA-960 = CCUG 49455	257758	#0DE7D3
NZ_AICT01000001.1	GCF_000257845.1_ASM25784v1_genomic.fna.gz	1095738	Streptococcus oralis SK1074	1303	#D282EF
NZ_AICU01000001.1	GCF_000257865.1_ASM25786v1_genomic.fna.gz	1095736	Streptococcus mitis SK575	28037	#AF698F
NZ_AJGI01000001.1	GCF_000257885.1_ASM25788v1_genomic.fna.gz	1162302	Corynebacterium diphtheriae bv. mitis str. NC03529	1717	#8B5700
NZ_AJJL01000001.1	GCF_000257905.1_SmitisSK579v1.0_genomic.fna.gz	1095737	Streptococcus mitis SK579	28037	#AF698F
NZ_AJIN01000001.1	GCF_000257925.1_PspF0472v1.0_genomic.fna.gz	1095752	Prevotella sp. oral taxon 306 str. F0472	712461	#97CBBF
NZ_AJJR01000001.1	GCF_000257945.1_SaureusIS250v1.0_genomic.fna.gz	904789	Staphylococcus epidermidis IS-250	1282	#1CECC7
NZ_AJJS01000001.1	GCF_000257965.1_SaureusISKv1.0_genomic.fna.gz	904791	Staphylococcus epidermidis IS-K	1282	#1CECC7
NZ_AJLD01000001.1	GCF_000257985.1_SaureusISMv1.0_genomic.fna.gz	904792	Staphylococcus aureus subsp. aureus IS-M	1280	#DA11E8
NW_008634127.1	GCF_000258005.1_HHA1_v02_genomic.fna.gz	99158	Hammondia hammondi	99158	#6F9192
NC_017660.1	GCF_000258025.1_ASM25802v1_genomic.fna.gz	595495	Escherichia coli KO11FL	562	#4E4B5F
NZ_CP012110.1	GCF_000258125.2_ASM25812v2_genomic.fna.gz	1126218	Bacillus licheniformis WX-02	1402	#28FC27
NC_017664.1	GCF_000258145.1_ASM25814v1_genomic.fna.gz	566546	Escherichia coli W	562	#4E4B5F
NZ_JH636048.1	GCF_000258175.1_ASM25817v1_genomic.fna.gz	882086	Saccharomonospora xinjiangensis XJ-54	75294	#C47AF5
NZ_AJJQ01000001.1	GCF_000258205.1_RaeriaF0474v1.0_genomic.fna.gz	1125724	Rothia aeria F0474	172042	#1A5423
NZ_AGIA01000001.1	GCF_000258225.1_ASM25822v1_genomic.fna.gz	1090926	Escherichia coli W26	562	#4E4B5F
NC_017587.1	GCF_000258245.1_ASM25824v1_genomic.fna.gz	798128	Thermus thermophilus JL-18	274	#D947BF
NZ_AJKE01000001.1	GCF_000258265.1_SpseudopneumoniaeSK674v1.0_genomic.fna.gz	1095734	Streptococcus pseudopneumoniae SK674	257758	#0DE7D3
NZ_AJKG01000001.1	GCF_000258285.1_ASM25828v1_genomic.fna.gz	1168061	Pseudomonas aeruginosa LCT-PA102	287	#918317
NZ_JH636586.1	GCF_000258325.1_Enterococcus_faecium_LCT-EF90_version_1.0_genomic.fna.gz	1167697	Enterococcus faecium LCT-EF90	1352	#8B0DC6
NZ_AJLH02000001.1	GCF_000258345.2_ASM25834v2_genomic.fna.gz	1163751	Candidatus Hamiltonella defensa MED (Bemisia tabaci)	138072	#72D794
NC_017623.1	GCF_000258365.1_ASM25836v1_genomic.fna.gz	1160717	Salmonella enterica subsp. enterica serovar Heidelberg str. B182	28901	#9DA26E
NC_017462.1	GCF_000258385.1_ASM25838v1_genomic.fna.gz	1089446	Corynebacterium pseudotuberculosis 267	1719	#F3144C
NC_017464.1	GCF_000258405.1_ASM25840v1_genomic.fna.gz	945713	Ignavibacterium album JCM 16511	591197	#5885BB
NZ_AJKN01000001.1	GCF_000258445.1_SintermediusSK54v1.0_genomic.fna.gz	1095731	Streptococcus intermedius SK54 = ATCC 27335	1338	#053116
NZ_AJKF01000001.1	GCF_000258475.1_Saureusco23v1.0_genomic.fna.gz	904795	Staphylococcus aureus subsp. aureus CO-23	1280	#DA11E8
NZ_AJLG01000001.1	GCF_000258495.1_PB92_1.0_genomic.fna.gz	1149865	Pedobacter agri PB92	454586	#C50A02
NZ_AJLF01000001.1	GCF_000258515.1_TheZil1.0_genomic.fna.gz	1151117	Thermococcus zilligii AN1	54076	#B6D496
NC_017672.3	GCF_000258535.2_ASM25853v2_genomic.fna.gz	997761	Paenibacillus mucilaginosus K02	61624	#4C1B0E
NZ_AJLO02000048.1	GCF_000258575.2_ASM25857v2_genomic.fna.gz	1167641	[Pseudomonas] geniculata N1	86188	#AF86C8
NZ_AJJM01000001.1	GCF_000258595.1_Ssomaliensis1_genomic.fna.gz	1134445	Streptomyces somaliensis DSM 40738	78355	#413069
NZ_JH648166.1	GCF_000258615.1_ASM25861v1_genomic.fna.gz	1136218	Escherichia coli O104:H4 str. ON2011	562	#4E4B5F
NZ_JH648165.1	GCF_000258635.1_ASM25863v1_genomic.fna.gz	1136217	Escherichia coli O104:H4 str. ON2010	562	#4E4B5F
NC_027868.1	GCF_000258655.2_panpan1.1_genomic.fna.gz	9597	Pan paniscus	9597	#E287F0
NC_017673.1	GCF_000258685.1_ASM25868v1_genomic.fna.gz	1155084	Staphylococcus aureus subsp. aureus 71193	1280	#DA11E8
NW_005178042.1	GCF_000258705.1_Coccomyxa_subellipsoidae_v2.0_genomic.fna.gz	574566	Coccomyxa subellipsoidea C-169	248742	#635132
NZ_CM001483.1	GCF_000258725.1_ASM25872v1_genomic.fna.gz	1136178	Parageobacillus thermoglucosidasius TNO-09.020	1426	#299FB2
NZ_AJLT01000001.1	GCF_000258765.1_CBA3202_1.0_genomic.fna.gz	1167637	Gillisia marina	1167637	#3EBE81
NZ_AJLU01000001.1	GCF_000258785.1_EscCol1.0_genomic.fna.gz	1169863	Escherichia coli NCCP15657	562	#4E4B5F
NZ_AIHW01000001.1	GCF_000258825.1_ASM25882v1_genomic.fna.gz	210	Helicobacter pylori	210	#6F3EF7
NZ_AIHX01000001.1	GCF_000258845.1_ASM25884v1_genomic.fna.gz	102618	Helicobacter pylori NCTC 11637 = CCUG 17874 = ATCC 43504	210	#6F3EF7
NZ_AICK01000001.1	GCF_000258865.1_ASM25886v1_genomic.fna.gz	1144303	Escherichia coli J53	562	#4E4B5F
NC_017729.1	GCF_000258885.1_ASM25888v1_genomic.fna.gz	768494	Bacillus anthracis str. H9401	1392	#C08268
NC_017728.1	GCF_000258905.1_ASM25890v1_genomic.fna.gz	1126011	Listeria monocytogenes 07PF0776	1639	#3C1E4B
NZ_AJFQ01000001.1	GCF_000258925.1_ASM25892v1_genomic.fna.gz	1117644	Mycoplasma canis PG 14	29555	#A9BD54
NZ_AJFR01000001.1	GCF_000258945.1_ASM25894v1_genomic.fna.gz	1131452	Mycoplasma canis UF31	29555	#A9BD54
NZ_AJFS01000001.1	GCF_000258965.1_ASM25896v1_genomic.fna.gz	1131453	Mycoplasma canis UF33	29555	#A9BD54
NZ_AJFT01000001.1	GCF_000258985.1_ASM25898v1_genomic.fna.gz	1131454	Mycoplasma canis UFG1	29555	#A9BD54
NZ_AJFU01000001.1	GCF_000259005.1_ASM25900v1_genomic.fna.gz	1131455	Mycoplasma canis UFG4	29555	#A9BD54
NZ_AJHI01000001.1	GCF_000259025.1_ASM25902v1_genomic.fna.gz	1134459	Pseudomonas aeruginosa PADK2_CF510	287	#918317
NZ_AJKI01000001.1	GCF_000259075.1_ASM25907v1_genomic.fna.gz	1168289	Marinilabilia salmonicolor JCM 21150	989	#A1140A
NZ_AJKJ01000001.1	GCF_000259095.1_ASM25909v1_genomic.fna.gz	766499	Citreicella sp. 357	766499	#6D766D
NZ_JH650741.1	GCF_000259115.1_ASM25911v1_genomic.fna.gz	1165091	Pseudoalteromonas flavipulchra JG1	1165091	#2D9F58
NZ_AJPQ01000001.1	GCF_000259135.1_ECAI27.hybrid.1_genomic.fna.gz	1089445	Escherichia coli AI27	562	#4E4B5F
NC_017730.3	GCF_000259155.3_ASM25915v3_genomic.fna.gz	1087451	Corynebacterium pseudotuberculosis 31	1719	#F3144C
NC_017731.1	GCF_000259175.1_ASM25917v1_genomic.fna.gz	1157951	Providencia stuartii MRSN 2154	588	#DACA41
NZ_JH650757.1	GCF_000259195.1_LF10417_PSEudwD_genomic.fna.gz	1163398	Pseudomonas donghuensis	1163398	#A0DFE4
NZ_AJRK01000001.1	GCF_000259215.1_ASM25921v1_genomic.fna.gz	1132509	Halococcus hamelinensis 100A6	332168	#AD5BCF
NC_017733.1	GCF_000259235.1_ASM25923v1_genomic.fna.gz	1163743	Helicobacter pylori HUP-B14	210	#6F3EF7
NC_017737.1	GCF_000259255.1_ASM25925v1_genomic.fna.gz	182217	Helicobacter cetorum MIT 00-7128	138563	#C80223
NC_017735.1	GCF_000259275.1_ASM25927v1_genomic.fna.gz	1163745	Helicobacter cetorum MIT 99-5656	138563	#C80223
NZ_AHHF01000001.1	GCF_000259295.1_ASM25929v1_genomic.fna.gz	866909	Vibrio tubiashii NCIMB 1337 = ATCC 19106	29498	#9AD07F
NZ_AENQ01000001.1	GCF_000259315.1_ASM25931v1_genomic.fna.gz	929793	Campylobacter concisus UNSWCD	199	#84D9EE
NC_017808.1	GCF_000259345.1_ASM25934v1_genomic.fna.gz	1155096	Borrelia crocidurae str. Achema	29520	#90B323
NC_017743.1	GCF_000259365.1_ASM25936v1_genomic.fna.gz	1127744	Bacillus sp. JS	1127744	#9F0DB6
NZ_AJMB01000001.1	GCF_000259385.1_NCCP15647_1.0_genomic.fna.gz	1169663	Escherichia coli NCCP15647	562	#4E4B5F
NZ_AJST01000001.1	GCF_000259405.1_ASM25940v1_genomic.fna.gz	1127743	Bacillus sp. 5B6	1127743	#FBCE1F
NZ_AJQW01000001.1	GCF_000259425.1_ASM25942v1_genomic.fna.gz	1167694	Escherichia coli O32:H37 str. P4	562	#4E4B5F
NZ_AJJO01000001.1	GCF_000259445.1_Xag_genomic.fna.gz	1150615	Xanthomonas citri pv. glycines str. 12-2	346	#13F989
NZ_AJMW01000001.1	GCF_000259485.1_HparainfluenzaeHK262v1.0_genomic.fna.gz	1095745	Haemophilus parainfluenzae HK262	729	#5751EC
NZ_AJMM01000001.1	GCF_000259505.1_SspSK643v1.0_genomic.fna.gz	1095727	1095727		#AAAAAA
NZ_AJML01000001.1	GCF_000259525.1_SspSK140v1.0_genomic.fna.gz	1095726	Streptococcus sp. SK140	1095726	#084848
NC_017764.1	GCF_000259545.1_ASM25954v1_genomic.fna.gz	584721	Pasteurella multocida subsp. multocida str. 3480	747	#8D317B
NZ_JH650799.1	GCF_000259575.1_GamBDW1.0_genomic.fna.gz	1168065	gamma proteobacterium BDW918	1168065	#E1076A
NZ_JH650816.1	GCF_000259695.1_ASM25969v1_genomic.fna.gz	1163386	Escherichia coli LCT-EC106	562	#4E4B5F
NZ_AJGE01000001.1	GCF_000259715.1_S_aureus_118_1_genomic.fna.gz	1144271	Staphylococcus aureus subsp. aureus 118	1280	#DA11E8
NZ_AHJA01000001.1	GCF_000259735.1_ASM25973v1_genomic.fna.gz	1085027	Burkholderia pseudomallei 1026a	28450	#7FA37B
NZ_AHJB01000001.1	GCF_000259755.1_ASM25975v1_genomic.fna.gz	1086032	Burkholderia pseudomallei 1258a	28450	#7FA37B
NZ_AHJC01000001.1	GCF_000259775.1_ASM25977v1_genomic.fna.gz	1086033	Burkholderia pseudomallei 1258b	28450	#7FA37B
NZ_AHJD01000001.1	GCF_000259795.1_ASM25979v1_genomic.fna.gz	1086036	Burkholderia pseudomallei 354e	28450	#7FA37B
NZ_AGVS01000001.1	GCF_000259815.1_ASM25981v1_genomic.fna.gz	1086034	Burkholderia pseudomallei 354a	28450	#7FA37B
NZ_AGIE01000001.1	GCF_000259875.1_ASM25987v1_genomic.fna.gz	1088888	Vibrio campbellii DS40M4	680	#FCCB3C
NZ_AGNH01000001.1	GCF_000259895.1_ASM25989v1_genomic.fna.gz	1073567	Streptomyces sp. TOR3209	1073567	#34B7EE
NZ_AHGR01000001.1	GCF_000259915.1_ASM25991v1_genomic.fna.gz	1089447	Aggregatibacter actinomycetemcomitans RhAA1	714	#D14220
NZ_AHHQ01000001.1	GCF_000259935.1_ASM25993v1_genomic.fna.gz	1125980	Vibrio harveyi CAIM 1792	669	#5C0492
NZ_AHKO01000001.1	GCF_000259955.1_ASM25995v1_genomic.fna.gz	400971	Sphingomonas wittichii DP58	160791	#BF7607
NZ_AICH01000001.1	GCF_000260015.1_SaureusIS157v1.0_genomic.fna.gz	904785	Staphylococcus aureus subsp. aureus IS-157	1280	#DA11E8
NZ_AICI01000001.1	GCF_000260035.1_SaureusIS160v1.0_genomic.fna.gz	904786	Staphylococcus aureus subsp. aureus IS-160	1280	#DA11E8
NZ_JH651379.1	GCF_000260115.1_ASM26011v1_genomic.fna.gz	926559	Joostella marina DSM 19592	453852	#D77A6B
NZ_JH651381.1	GCF_000260135.1_ASM26013v1_genomic.fna.gz	870187	Thiothrix nivea DSM 5205	1031	#AFDEC7
NW_004524577.1	GCF_000260255.1_OctDeg1.0_genomic.fna.gz	10160	Octodon degus	10160	#D132C7
NZ_AGUA01000116.1	GCF_000260275.1_ASM26027v1_genomic.fna.gz	904314	Staphylococcus pettenkoferi VCU012	170573	#8CC700
NZ_AGUB01000046.1	GCF_000260295.1_ASM26029v1_genomic.fna.gz	904325	Staphylococcus epidermidis VCU071	1282	#1CECC7
NZ_AGTZ01000037.1	GCF_000260315.1_ASM26031v1_genomic.fna.gz	904313	Staphylococcus aureus subsp. aureus VCU006	1280	#DA11E8
NZ_AICL01000007.1	GCF_000260335.1_ASM26033v1_genomic.fna.gz	1108963	Lactobacillus salivarius SMXD51	1624	#932796
NW_004567102.1	GCF_000260355.1_ConCri1.0_genomic.fna.gz	143302	Condylura cristata	143302	#3D7859
NZ_BACO01000143.1	GCF_000260395.1_ASM26039v1_genomic.fna.gz	1423807	Lactobacillus suebicus DSM 5007 = KCTC 3549	152335	#ADF84D
NZ_BACP01000122.1	GCF_000260415.1_ASM26041v1_genomic.fna.gz	1046596	Lactobacillus mali KCTC 3596 = DSM 20444	1618	#F60BB6
NZ_BACQ01000113.1	GCF_000260435.1_ASM26043v1_genomic.fna.gz	1423816	Lactobacillus zeae DSM 20178 = KCTC 3804	57037	#CFF7FC
NZ_BACR01000102.1	GCF_000260455.1_ASM26045v1_genomic.fna.gz	1423815	Lactobacillus versmoldensis DSM 14857 = KCTC 3814	194326	#B5445E
NZ_AJMD01000001.1	GCF_000260475.1_NCCP15658v1.0_genomic.fna.gz	1169862	Escherichia coli NCCP15658	562	#4E4B5F
NC_017831.1	GCF_000260515.1_ASM26051v1_genomic.fna.gz	884204	Burkholderia pseudomallei 1026b	28450	#7FA37B
NZ_AJLW01000001.1	GCF_000260535.1_Blic5_genomic.fna.gz	1169412	Bacillus licheniformis 5-2-D	1402	#28FC27
NZ_AJLV01000001.1	GCF_000260555.1_Blic10_genomic.fna.gz	1169411	Bacillus licheniformis 10-1-A	1402	#28FC27
NZ_AJMA01000001.1	GCF_000260575.2_ASM26057v2_genomic.fna.gz	1162288	Mycobacteroides abscessus M154	36809	#C366FE
NZ_AJLZ01000001.1	GCF_000260595.1_ASM26059v1_genomic.fna.gz	1162287	Mycobacteroides abscessus M115	36809	#C366FE
NZ_AJLY02000067.1	GCF_000260615.2_M24_version02_genomic.fna.gz	1162284	Mycobacteroides abscessus M24	36809	#C366FE
NZ_BACS01000487.1	GCF_000260635.1_ASM26063v1_genomic.fna.gz	1046599	Lactobacillus acidipiscis KCTC 13900	89059	#E05D24
NZ_AJMT01000001.1	GCF_000260655.1_NsiccaVK64v1.0_genomic.fna.gz	1095748	Neisseria sicca VK64	490	#C41000
NZ_AJMU01000001.1	GCF_000260675.1_HparaphrohaemolyticusHK411v1.0_genomic.fna.gz	1095743	Haemophilus paraphrohaemolyticus HK411	736	#6BC24F
NZ_AJMV01000001.1	GCF_000260695.1_SparasanguinisF0449v1.0_genomic.fna.gz	1095733	Streptococcus parasanguinis F0449	1318	#76CF99
NC_017834.1	GCF_000260715.1_ASM26071v1_genomic.fna.gz	703613	Bifidobacterium animalis subsp. animalis ATCC 25527	28025	#119E3B
NZ_AJTA01000001.1	GCF_000260755.1_SinfantisSK959v1.0_genomic.fna.gz	889204	Streptococcus infantis ATCC 700779	68892	#876A8C
NZ_BACN01000172.1	GCF_000260775.1_ASM26077v1_genomic.fna.gz	1122149	Lactobacillus malefermentans DSM 5705 = KCTC 3548	176292	#0ABF40
NZ_AJGU01000001.1	GCF_000260795.1_ASM26079v1_genomic.fna.gz	1124982	Treponema sp. JC4	1124982	#D803D8
NZ_AJJH01000178.1	GCF_000260815.1_ASM26081v1_genomic.fna.gz	1165867	Rhodococcus imtechensis RKJ300 = JCM 13270	262776	#367BA0
NZ_AJJU01000044.1	GCF_000260835.1_ASM26083v1_genomic.fna.gz	946077	Imtechella halotolerans K1	1165090	#DBA3F0
NC_017845.1	GCF_000260925.1_ASM26092v1_genomic.fna.gz	1905730	Pectobacterium parmentieri	1905730	#FDC180
NC_017856.1	GCF_000260965.1_ASM26096v1_genomic.fna.gz	754477	Methylophaga frappieri	754477	#D1B99D
NC_017857.2	GCF_000260985.3_ASM26098v2_genomic.fna.gz	754476	Methylophaga nitratireducenticrescens	754476	#C46582
NC_017857.3	GCF_000260985.4_ASM26098v3_genomic.fna.gz	754476	Methylophaga nitratireducenticrescens	754476	#C46582
NZ_AJQU01000001.1	GCF_000261005.1_05631_genomic.fna.gz	794846	Sinorhizobium sp. CCBAU 05631	794846	#8F64C1
NC_017860.1	GCF_000261025.1_ASM26102v1_genomic.fna.gz	246198	Prevotella intermedia 17	28131	#A8D645
NZ_CP015613.1	GCF_000261045.2_ASM26104v2_genomic.fna.gz	1154756	Serratia plymuthica PRI-2C	82996	#901F68
NZ_AJSC01000001.1	GCF_000261085.1_ASM26108v1_genomic.fna.gz	1162283	Mycobacteroides abscessus subsp. bolletii M18	36809	#C366FE
NZ_AJSD01000001.1	GCF_000261105.1_ASM26110v1_genomic.fna.gz	1162285	Mycobacteroides abscessus M159	36809	#C366FE
NZ_AJSE01000001.1	GCF_000261125.1_ASM26112v1_genomic.fna.gz	1162286	Mycobacteroides abscessus M172	36809	#C366FE
NZ_JH659569.1	GCF_000261145.1_Esch_coli_M919_V2_genomic.fna.gz	656421	Escherichia coli M919	562	#4E4B5F
NZ_JH691956.1	GCF_000261165.1_ASM26116v1_genomic.fna.gz	1163749	Staphylococcus aureus subsp. aureus LCT-SA112	1280	#DA11E8
NZ_AJTJ01000001.1	GCF_000261205.1_Blongum22Bv1.0_genomic.fna.gz	1161745	Bifidobacterium longum subsp. longum 2-2B	216816	#348BBE
NZ_AJTI01000001.1	GCF_000261225.1_Blongum35Bv1.0_genomic.fna.gz	1161904	Bifidobacterium longum subsp. longum 35B	216816	#348BBE
NZ_AJTF01000001.1	GCF_000261245.1_Blongum16Bv1.0_genomic.fna.gz	1161744	Bifidobacterium longum subsp. longum 1-6B	216816	#348BBE
NZ_AJTM01000001.1	GCF_000261265.1_Blongum44Bv1.0_genomic.fna.gz	1161743	Bifidobacterium longum subsp. longum 44B	216816	#348BBE
NZ_AJTC01000001.1	GCF_000261285.1_HparainfluenzaeHK2019v1.0_genomic.fna.gz	1095746	Haemophilus parainfluenzae HK2019	729	#5751EC
NZ_AJUR01000001.1	GCF_000261325.1_RcoCa1.0_genomic.fna.gz	140892	Rickettsia conorii subsp. caspia A-167	781	#7143D7
NZ_CP013738.1	GCF_000261345.2_ASM26134v2_genomic.fna.gz	1172567	Streptomyces globisporus C-1027	1908	#656997
NZ_AJVC01000001.1	GCF_000261365.1_ASM26136v1_genomic.fna.gz	1175306	Herbaspirillum sp. GW103	1175306	#553DFB
NZ_JH768571.1	GCF_000261385.1_Esch_coli_B799_V1_genomic.fna.gz	550682	Escherichia coli B799	562	#4E4B5F
NZ_JH768584.1	GCF_000261405.1_Esch_coli_H730_V1_genomic.fna.gz	656413	Escherichia coli H730	562	#4E4B5F
NZ_AJVA01000001.1	GCF_000261465.1_ASM26146v1_genomic.fna.gz	1134914	Staphylococcus haemolyticus R1P1	1283	#018B59
NZ_AJQT01000001.1	GCF_000261485.1_05684_genomic.fna.gz	716928	Ensifer sojae CCBAU 05684	716925	#1F2534
NZ_AJPV01000001.1	GCF_000261505.1_05737_genomic.fna.gz	1128203	Bradyrhizobium elkanii CCBAU 05737	29448	#3C2140
NZ_AJPW01000001.1	GCF_000261525.1_43297_genomic.fna.gz	1128204	Bradyrhizobium elkanii CCBAU 43297	29448	#3C2140
NZ_AJPX01000001.1	GCF_000261545.1_15354_genomic.fna.gz	1128253	Bradyrhizobium japonicum CCBAU 15354	375	#F61D69
NZ_AJPY01000001.1	GCF_000261565.1_15517_genomic.fna.gz	1128254	Bradyrhizobium japonicum CCBAU 15517	375	#F61D69
NZ_AJPZ01000001.1	GCF_000261585.1_15618_genomic.fna.gz	1128255	Bradyrhizobium japonicum CCBAU 15618	375	#F61D69
NZ_AJQA01000001.1	GCF_000261605.1_25435_genomic.fna.gz	1128256	Bradyrhizobium japonicum CCBAU 25435	375	#F61D69
NZ_AJQB01000001.1	GCF_000261625.1_83623_genomic.fna.gz	1128257	Bradyrhizobium japonicum CCBAU 83623	375	#F61D69
NZ_AJQC01000001.1	GCF_000261645.1_05525_genomic.fna.gz	1128287	Bradyrhizobium liaoningense CCBAU 05525	43992	#4EC1FE
NZ_AJQD01000001.1	GCF_000261665.1_83689_genomic.fna.gz	1128288	Bradyrhizobium liaoningense CCBAU 83689	43992	#4EC1FE
NZ_AJQE01000001.1	GCF_000261685.1_43298_genomic.fna.gz	1128178	Bradyrhizobium sp. CCBAU 43298	1128178	#3D47D8
NZ_AJQF01000001.1	GCF_000261705.1_15544_genomic.fna.gz	455353	Bradyrhizobium sp. CCBAU 15544	455353	#C0446C
NZ_AJQG01000001.1	GCF_000261725.1_15615_genomic.fna.gz	1128179	Bradyrhizobium sp. CCBAU 15615	1128179	#AE23C3
NZ_AJQH01000001.1	GCF_000261745.1_15635_genomic.fna.gz	1128180	Bradyrhizobium sp. CCBAU 15635	1128180	#ED6F48
NZ_AJQI01000001.1	GCF_000261765.1_41267_genomic.fna.gz	1355477	Bradyrhizobium diazoefficiens	1355477	#E00700
NZ_AJQJ01000001.1	GCF_000261785.1_05623_genomic.fna.gz	1128326	Bradyrhizobium yuanmingense CCBAU 05623	108015	#E4ACFF
NZ_AJQK01000001.1	GCF_000261805.1_25021_genomic.fna.gz	1128327	Bradyrhizobium yuanmingense CCBAU 25021	108015	#E4ACFF
NZ_AJQL01000001.1	GCF_000261825.1_35157_genomic.fna.gz	1128328	Bradyrhizobium yuanmingense CCBAU 35157	108015	#E4ACFF
NZ_AJQM01000001.1	GCF_000261845.1_05557_genomic.fna.gz	1128329	Sinorhizobium fredii CCBAU 05557	380	#BCA82E
NZ_AJQN01000001.1	GCF_000261865.1_25509_genomic.fna.gz	1128330	Sinorhizobium fredii CCBAU 25509	380	#BCA82E
